"token","class"
"innocent",0
"guilty",0
"cur",0
"survival",0
"winds",0
"deteriorating",0
"ingrained",0
"airborne",0
"tactic",0
"tens",0
"rings",0
"sits",0
"plaintiff",0
"carrot",0
"tackling",0
"setter",0
"everyone",0
"trenches",0
"slogan",0
"oe",0
"finances",0
"inhibit",0
"affiliated",0
"minimizing",0
"avoidance",0
"multifaceted",0
"enormously",0
"variance",0
"misleading",0
"surcharges",0
"generates",0
"downturns",0
"satisfaction",0
"affiliation",0
"militancy",0
"contrasted",0
"tobacco",0
"centralized",0
"evolve",0
"matching",0
"intrastate",0
"renew",0
"ba",0
"utilise",0
"leg",0
"yea",0
"mona",0
"tries",0
"hone",0
"computing",0
"recaptured",0
"walls",0
"abates",0
"preset",0
"ups",0
"row",0
"door",0
"lapse",0
"si",0
"offensive",0
"fend",0
"quell",0
"laying",0
"shakeout",0
"kicked",0
"margaret",0
"heckler",0
"surgery",0
"arrives",0
"trips",0
"stump",0
"chiefly",0
"reconciliation",0
"dramatize",0
"inspecting",0
"fines",0
"levied",0
"ranged",0
"instruction",0
"angry",0
"worsening",0
"frustrated",0
"surcharge",0
"lawmakers",0
"winning",0
"lamented",0
"surpluses",0
"austerity",0
"undergoing",0
"reshaping",0
"boundaries",0
"sophisticated",0
"accidental",0
"acts",0
"driving",0
"solver",0
"loves",0
"heroes",0
"airline",0
"surge",0
"separation",0
"lois",0
"gang",0
"wildlife",0
"earth",0
"manifesto",0
"hunger",0
"tangible",0
"sequential",0
"norman",0
"probability",0
"encountering",0
"timothy",0
"shelby",0
"gerry",0
"bates",0
"matt",0
"whittaker",0
"frames",0
"newspapers",0
"fearing",0
"straying",0
"filmed",0
"break",0
"combines",0
"expedited",0
"declines",0
"streamline",0
"simplify",0
"leaching",0
"verify",0
"precision",0
"minimization",0
"deviated",0
"chuck",0
"penny",0
"adult",0
"previewed",0
"amends",0
"believing",0
"smoothly",0
"pares",0
"glossary",0
"containment",0
"elaboration",0
"tailor",0
"collaborative",0
"nominates",0
"preamble",0
"ron",0
"lang",0
"transmitting",0
"terminology",0
"sizeable",0
"indexed",0
"combatting",0
"suffered",0
"behest",0
"notifying",0
"pat",0
"hiller",0
"assures",0
"alphonse",0
"scaled",0
"canvassing",0
"preempts",0
"intervened",0
"inextricably",0
"petitioned",0
"transmittal",0
"buffalo",0
"distinguish",0
"acutely",0
"affix",0
"tre",0
"contends",0
"deletions",0
"clarifications",0
"narrowing",0
"affirmation",0
"fundamentally",0
"revises",0
"lima",0
"highlighting",0
"elaborates",0
"ease",0
"appealed",0
"transported",0
"curb",0
"nick",0
"jo",0
"obviate",0
"ire",0
"morgan",0
"stanley",0
"resale",0
"offerings",0
"bid",0
"bail",0
"corridor",0
"acquisition",0
"eastern",0
"proportional",0
"dominant",0
"charging",0
"intervening",0
"receiver",0
"hypothetically",0
"argentina",0
"brazil",0
"brazilian",0
"parcel",0
"tanker",0
"totals",0
"baltimore",0
"resubmitted",0
"subscriber",0
"verbal",0
"redouble",0
"enroll",0
"lending",0
"filming",0
"fairfax",0
"illustrates",0
"military",0
"command",0
"rash",0
"transporting",0
"explanations",0
"unwarranted",0
"intrusion",0
"rag",0
"purchase",0
"nondiscriminatory",0
"flatly",0
"levy",0
"pete",0
"lloyd",0
"lowell",0
"reiterating",0
"rolled",0
"distortions",0
"colloquy",0
"credible",0
"simplicity",0
"mounting",0
"undercut",0
"sacrificed",0
"stance",0
"neutrality",0
"couples",0
"earners",0
"latitude",0
"counties",0
"interrupters",0
"susceptible",0
"radiated",0
"terminals",0
"conductors",0
"objected",0
"carlos",0
"prevents",0
"appropriated",0
"recover",0
"survivors",0
"contaminated",0
"cither",0
"moderately",0
"treating",0
"tougher",0
"dumps",0
"riley",0
"doubles",0
"reverting",0
"deletes",0
"blend",0
"compilation",0
"upholding",0
"injunction",0
"cautioning",0
"monies",0
"cargos",0
"confines",0
"designates",0
"poison",0
"peroxides",0
"radioactive",0
"bypass",0
"specifies",0
"deliveries",0
"downtown",0
"populated",0
"resolutions",0
"narrowly",0
"potentials",0
"reconvene",0
"initiates",0
"trace",0
"hosted",0
"midland",0
"furans",0
"synthesis",0
"consumed",0
"contented",0
"butyl",0
"announce",0
"cobalt",0
"rainbow",0
"trout",0
"devoid",0
"liquefied",0
"gaseous",0
"mitigation",0
"environ",0
"derek",0
"till",0
"bernard",0
"chap",0
"concludes",0
"benzyl",0
"pes",0
"mity",0
"nonmember",0
"milestone",0
"workbook",0
"pool",0
"tunisia",0
"india",0
"jordan",0
"arabic",0
"allude",0
"casting",0
"illusion",0
"decaying",0
"progressive",0
"customized",0
"pools",0
"captives",0
"classifying",0
"exchanges",0
"traders",0
"victoria",0
"wales",0
"importer",0
"lasted",0
"containments",0
"ratified",0
"secretariat",0
"assimilate",0
"lem",0
"unapproved",0
"pharmaceuticals",0
"faulty",0
"researched",0
"sectoral",0
"overture",0
"unduly",0
"preferential",0
"unlimited",0
"fulfillment",0
"fluctuations",0
"impairment",0
"detriment",0
"marketplace",0
"israeli",0
"absolutely",0
"urges",0
"advantageous",0
"nonprofit",0
"equalled",0
"rich",0
"distorting",0
"perpetuation",0
"artificial",0
"neutralized",0
"undermining",0
"invest",0
"contingent",0
"supposed",0
"liberalize",0
"commons",0
"discriminatory",0
"ef",0
"subs",0
"criterion",0
"transshipment",0
"finishing",0
"appraised",0
"concession",0
"snap",0
"column",0
"reimposed",0
"ree",0
"safeguard",0
"assumes",0
"avail",0
"eliciting",0
"consultations",0
"irrigation",0
"livestock",0
"watering",0
"neda",0
"split",0
"imp",0
"impaired",0
"sols",0
"aquifers",0
"ars",0
"contaminate",0
"realizes",0
"minimising",0
"vulnerability",0
"plots",0
"drawings",0
"maps",0
"opt",0
"saltwater",0
"heron",0
"hal",0
"cole",0
"kelley",0
"conrad",0
"juliana",0
"benjamin",0
"markedly",0
"tweedle",0
"premised",0
"accessing",0
"observance",0
"luther",0
"dents",0
"nelson",0
"deserved",0
"checking",0
"authorizing",0
"depository",0
"checks",0
"thereon",0
"signer",0
"signers",0
"hereby",0
"amplified",0
"execute",0
"purporting",0
"facsimile",0
"purported",0
"affixed",0
"thereto",0
"macerated",0
"specimens",0
"indemnify",0
"harmless",0
"thrift",0
"brake",0
"fluids",0
"neurotoxicity",0
"behavioral",0
"organ",0
"tiered",0
"lubricant",0
"lane",0
"liquified",0
"las",0
"dynamics",0
"pacifiers",0
"milk",0
"cheese",0
"meat",0
"brands",0
"eventual",0
"delisted",0
"counselors",0
"sanitation",0
"potable",0
"dona",0
"thanking",0
"biannual",0
"duplicating",0
"countersign",0
"imprest",0
"attachments",0
"anger",0
"farmers",0
"signatories",0
"settling",0
"impair",0
"signatory",0
"foreigners",0
"royalties",0
"repatriation",0
"afforded",0
"copyrights",0
"exercise",0
"losing",0
"impede",0
"refused",0
"forge",0
"pockets",0
"refuse",0
"preempting",0
"responders",0
"xi",0
"inconsistency",0
"overturned",0
"capricious",0
"saturated",0
"waybill",0
"safeguards",0
"embarked",0
"prom",0
"embark",0
"clearer",0
"guidebook",0
"furnishing",0
"callers",0
"guidebooks",0
"cab",0
"engine",0
"comfortably",0
"rewarding",0
"overwhelmingly",0
"expend",0
"naive",0
"lengths",0
"modernized",0
"printout",0
"whelming",0
"deviations",0
"wasn't",0
"shocked",0
"shock",0
"buffer",0
"cone",0
"rank",0
"alcohol",0
"everything",0
"emotions",0
"greed",0
"buck",0
"disagreed",0
"beet",0
"that's",0
"hardly",0
"rebuild",0
"realize",0
"showcase",0
"caught",0
"luck",0
"straight",0
"mishap",0
"sincere",0
"reachable",0
"gray",0
"tolerance",0
"fears",0
"wifely",0
"steered",0
"gestures",0
"mot",0
"tragic",0
"literally",0
"jump",0
"horror",0
"thoroughness",0
"editorials",0
"batch",0
"dozen",0
"revolution",0
"talking",0
"slip",0
"tongue",0
"misquote",0
"repercussions",0
"corollary",0
"distinction",0
"suffers",0
"bakes",0
"bind",0
"concise",0
"ouster",0
"regaining",0
"stimulant",0
"ingenuity",0
"neglect",0
"secondly",0
"korea",0
"modernize",0
"licensors",0
"fairer",0
"licensees",0
"licensed",0
"royalty",0
"infringe",0
"unfairly",0
"terns",0
"albeit",0
"mediate",0
"importation",0
"dealings",0
"korean",0
"copyright",0
"forfeiture",0
"thwarted",0
"coalesced",0
"filings",0
"grace",0
"overnight",0
"ripe",0
"sensible",0
"anon",0
"ely",0
"reassess",0
"catalog",0
"accidentally",0
"calculate",0
"countermeasure",0
"emitted",0
"midnight",0
"edgar",0
"adds",0
"tripled",0
"likened",0
"voces",0
"documenting",0
"execution",0
"gratitude",0
"rollings",0
"dove",0
"tail",0
"patchwork",0
"quilt",0
"gamut",0
"posturing",0
"downright",0
"foolish",0
"emergence",0
"abundant",0
"cheap",0
"plenty",0
"reminded",0
"merchandise",0
"totted",0
"notwithstanding",0
"disaster",0
"prognostication",0
"obtains",0
"weakening",0
"consolation",0
"dissect",0
"gloomier",0
"profitability",0
"ledger",0
"exporting",0
"sustain",0
"weaker",0
"subsidized",0
"nationalized",0
"cheaper",0
"brand",0
"antenna",0
"outgunned",0
"overt",0
"covert",0
"largesse",0
"overvalued",0
"lanes",0
"stagnated",0
"ripples",0
"ouch",0
"visible",0
"horizon",0
"tolerate",0
"sacrificial",0
"lamb",0
"frae",0
"lucky",0
"precipitous",0
"precedence",0
"swapping",0
"subordinated",0
"sister",0
"teeth",0
"dispensing",0
"charity",0
"situate",0
"card",0
"acquired",0
"sky",0
"corrupt",0
"bach",0
"dither",0
"wraps",0
"variations",0
"overriding",0
"retaliate",0
"usable",0
"uncovering",0
"corker",0
"opposite",0
"pendulum",0
"swung",0
"defensive",0
"patriots",0
"offense",0
"speaks",0
"blessing",0
"spoken",0
"champion",0
"reestablish",0
"sat",0
"nat",0
"continua",0
"prohibited",0
"decides",0
"instrumentalities",0
"generous",0
"friday",0
"rath",0
"trad",0
"preoccupation",0
"weekend",0
"unabated",0
"asian",0
"facilitates",0
"redundancy",0
"diversity",0
"handbooks",0
"fighters",0
"capitalize",0
"rewritten",0
"recalled",0
"deficiency",0
"defusing",0
"precluding",0
"oped",0
"mandates",0
"inspected",0
"quiet",0
"rejoined",0
"refute",0
"lends",0
"singled",0
"nurtured",0
"traumatic",0
"birthing",0
"hallmarks",0
"fixes",0
"unattended",0
"distant",0
"glad",0
"employs",0
"augment",0
"mailers",0
"printer",0
"fils",0
"cabinets",0
"bookcases",0
"recording",0
"camera",0
"desk",0
"repeat",0
"reiterate",0
"vitally",0
"exported",0
"proud",0
"hays",0
"devastating",0
"billions",0
"reassessment",0
"courtesy",0
"sequestration",0
"outlays",0
"repeals",0
"brackets",0
"apparel",0
"dynamic",0
"classify",0
"adhering",0
"programmed",0
"cessation",0
"pushes",0
"anniversary",0
"briefs",0
"affidavits",0
"tankers",0
"tramps",0
"adopts",0
"facilitating",0
"disadvantages",0
"fivefold",0
"jesse",0
"helms",0
"insisting",0
"mandating",0
"correspondents",0
"charleston",0
"tribune",0
"propriety",0
"averaged",0
"advertisement",0
"prints",0
"launching",0
"predicts",0
"migration",0
"divides",0
"labelling",0
"banning",0
"locality",0
"manages",0
"amenable",0
"reclaimed",0
"loop",0
"panoply",0
"codifying",0
"repair",0
"chromium",0
"cooling",0
"towers",0
"predictive",0
"comprising",0
"revolves",0
"arguing",0
"radionuclides",0
"argues",0
"counters",0
"delist",0
"rests",0
"objects",0
"babbitt",0
"chloroform",0
"inert",0
"raleigh",0
"enters",0
"particle",0
"aerodynamics",0
"syn",0
"relieve",0
"submissions",0
"occasional",0
"winter",0
"genetically",0
"engineered",0
"microorganisms",0
"sweden",0
"swedish",0
"ministry",0
"yields",0
"summarizing",0
"yielded",0
"barney",0
"sue",0
"commend",0
"incidence",0
"assesses",0
"elevated",0
"narrower",0
"hastily",0
"detract",0
"sixteen",0
"eagerly",0
"turnout",0
"symbol",0
"remanded",0
"doctrine",0
"thwart",0
"profiles",0
"paint",0
"coatings",0
"texts",0
"latin",0
"spanish",0
"typically",0
"gonzales",0
"explicitly",0
"unloaded",0
"reloaded",0
"onto",0
"closest",0
"satisfying",0
"flota",0
"packaged",0
"foot",0
"hamburg",0
"packings",0
"condones",0
"favoring",0
"liberalized",0
"observer",0
"corrosion",0
"prescription",0
"sensibility",0
"older",0
"referrals",0
"activated",0
"toll",0
"reproducing",0
"sells",0
"loans",0
"donated",0
"aids",0
"bunker",0
"splash",0
"leaflet",0
"colluded",0
"refusing",0
"conventional",0
"nullifies",0
"spot",0
"graduated",0
"atmospheres",0
"conduit",0
"swelled",0
"enhancement",0
"lateral",0
"ess",0
"labour",0
"deflected",0
"vigilance",0
"centre",0
"biases",0
"compile",0
"defect",0
"ceilings",0
"inevitably",0
"ancillary",0
"republic",0
"troublesome",0
"negatively",0
"refiled",0
"unavailable",0
"overturn",0
"delegating",0
"crews",0
"pushing",0
"disseminating",0
"mathematical",0
"unsuitable",0
"fish",0
"biodegradation",0
"irwin",0
"expecting",0
"bids",0
"surveying",0
"episodic",0
"excursions",0
"reg",0
"speculated",0
"bolster",0
"temple",0
"barker",0
"sloane",0
"existent",0
"instruct",0
"wear",0
"gloves",0
"depleting",0
"reassignments",0
"julius",0
"hillel",0
"mack",0
"salon",0
"patrick",0
"scott",0
"eleventh",0
"cyril",0
"baldwin",0
"gregory",0
"earle",0
"clyde",0
"hubert",0
"pugh",0
"randal",0
"documentary",0
"inhibiting",0
"supplier",0
"customer",0
"pac",0
"advisability",0
"portrayed",0
"advisement",0
"snowed",0
"rescheduled",0
"proposition",0
"inhibited",0
"cook",0
"ailed",0
"warehouse",0
"runoff",0
"derivatives",0
"articular",0
"tain",0
"matched",0
"cion",0
"saving",0
"variables",0
"safest",0
"impediment",0
"celebrated",0
"fifteenth",0
"rose",0
"landing",0
"tremendously",0
"videos",0
"countless",0
"overrule",0
"fina",0
"alum",0
"fries",0
"syntax",0
"sterling",0
"vista",0
"defending",0
"prosper",0
"roll",0
"budgetary",0
"restraint",0
"convenient",0
"disastrous",0
"hospitals",0
"builders",0
"professions",0
"collateral",0
"minors",0
"formidable",0
"wheeling",0
"persevere",0
"renewable",0
"spearhead",0
"eases",0
"defensible",0
"strides",0
"overseeing",0
"illnesses",0
"citation",0
"typifies",0
"builds",0
"embodies",0
"articulated",0
"postponing",0
"teamwork",0
"defuse",0
"troubling",0
"unbending",0
"blow",0
"antagonists",0
"invaluable",0
"driven",0
"sharpen",0
"excessively",0
"tracks",0
"correlation",0
"recurring",0
"cadre",0
"unfavorably",0
"categorically",0
"softening",0
"implying",0
"dependency",0
"ethic",0
"implicit",0
"remind",0
"shields",0
"affiliate",0
"croups",0
"devotes",0
"alerting",0
"debt",0
"tan",0
"vara",0
"mada",0
"hong",0
"accession",0
"spain",0
"portugal",0
"portuguese",0
"min",0
"uruguay",0
"lea",0
"wars",0
"mac",0
"cantered",0
"concordance",0
"modules",0
"custom",0
"valuation",0
"spark",0
"taxi",0
"traded",0
"summery",0
"antidumping",0
"economies",0
"doc",0
"presidency",0
"prepares",0
"wrought",0
"reelect",0
"killed",0
"pocket",0
"iran",0
"arms",0
"bleeding",0
"beat",0
"profitably",0
"uphold",0
"interrupted",0
"dark",0
"insider",0
"takeovers",0
"nervousness",0
"ivan",0
"fallout",0
"suspicions",0
"dilution",0
"stars",0
"caravan",0
"jane",0
"tired",0
"insecticide",0
"dissemination",0
"monograph",0
"dale",0
"assembling",0
"jefferson",0
"dissenting",0
"crowded",0
"adhesives",0
"ama",0
"sao",0
"paulo",0
"lettered",0
"bronze",0
"plaque",0
"petitioners",0
"legislating",0
"reassure",0
"persists",0
"outlier",0
"retrofitting",0
"liners",0
"leachate",0
"lined",0
"extractor",0
"volatiles",0
"refusal",0
"detergents",0
"replying",0
"sir",0
"milton",0
"compromised",0
"reevaluate",0
"incorrectly",0
"hindered",0
"interregional",0
"monoxide",0
"deader",0
"lamentation",0
"upgrade",0
"penalizing",0
"scrubbing",0
"contradicts",0
"unrealistic",0
"deter",0
"withdrawing",0
"prioritized",0
"annex",0
"residue",0
"peru",0
"institutionalize",0
"bright",0
"warehouses",0
"weekends",0
"drills",0
"apace",0
"salvage",0
"territories",0
"restaurant",0
"insects",0
"fumes",0
"markings",0
"clue",0
"bug",0
"phone",0
"loaned",0
"stresses",0
"preplanning",0
"flammable",0
"poisonous",0
"sequel",0
"phraseology",0
"noel",0
"crafting",0
"pharmacology",0
"compiles",0
"mistakes",0
"overtures",0
"rounds",0
"protracted",0
"profoundly",0
"contemplating",0
"arguably",0
"bilaterally",0
"unfolds",0
"rewrite",0
"hinge",0
"evasion",0
"opponent",0
"verifies",0
"effected",0
"constitutional",0
"bounty",0
"hunters",0
"hunter",0
"enticement",0
"biocides",0
"sanction",0
"evaluates",0
"fertility",0
"bioassays",0
"selections",0
"marrow",0
"mutation",0
"assay",0
"reconsidering",0
"permissible",0
"categorization",0
"stripping",0
"viscous",0
"viscosity",0
"emptied",0
"invalidating",0
"derivative",0
"dosing",0
"adaptability",0
"incumbent",0
"acquainted",0
"feed",0
"vest",0
"bacterial",0
"cultures",0
"airport",0
"canters",0
"destroyed",0
"magnesium",0
"caller",0
"tiers",0
"capped",0
"estoppel",0
"wedge",0
"dividing",0
"temptation",0
"verifiable",0
"rekindle",0
"golf",0
"tournament",0
"nearby",0
"wreck",0
"cringing",0
"escaped",0
"blame",0
"complaining",0
"familiarity",0
"breeds",0
"skins",0
"thicker",0
"anew",0
"nonsense",0
"frustrating",0
"measurably",0
"ratings",0
"retailing",0
"notch",0
"doghouse",0
"noticeably",0
"rebounding",0
"rock",0
"lessening",0
"cites",0
"parlay",0
"hasn't",0
"wither",0
"complacent",0
"pardon",0
"pun",0
"tender",0
"loving",0
"flagship",0
"hurdles",0
"slates",0
"boast",0
"neighboring",0
"devil",0
"pleasant",0
"receptive",0
"shots",0
"sacrificing",0
"collar",0
"gm",0
"quagmire",0
"slate",0
"giant",0
"fooled",0
"earning",0
"apprised",0
"disseminated",0
"intrusions",0
"tightens",0
"swards",0
"anecdotal",0
"enacting",0
"frameworks",0
"resembles",0
"descriptions",0
"oust",0
"geological",0
"complies",0
"threatening",0
"threaten",0
"ores",0
"closures",0
"volition",0
"obliged",0
"hinder",0
"plies",0
"transferring",0
"bust",0
"bade",0
"complementary",0
"litigious",0
"hey",0
"easier",0
"fiscally",0
"prudent",0
"allotments",0
